Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Region,Device_Type,Operating_System,Resolution_Notes
TKT005553,2026-02-18,2026-02-19 09:43:00,Resolved,Medium,Request,Network,USA,CL001,Login,0.57,Low,2026-02-18 01:43:00,Agent_068,L1,Breached,No,Configured,Finance,CUST38391,Email,User reported an issue.,vpn,VPN,2,L3,NA,Mobile,macOS,Resolved after troubleshooting.
TKT005554,2026-04-18,2026-04-22 14:25:00,Resolved,Critical,Incident,Software,UK,CL002,Network,0.98,High,2026-04-18 02:25:00,Agent_019,L1,Met,No,Configured,Finance,CUST16137,Email,User reported an issue.,vpn,Office365,2,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT005555,2025-06-07,2025-06-10 02:50:00,Open,Critical,Incident,Security,UK,CL003,Software,0.89,High,2025-06-07 00:50:00,Agent_037,L1,Met,No,Configured,Finance,CUST57963,Email,User reported an issue.,vpn,ERP,2,L1,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005556,2026-02-08,2026-02-11 23:18:00,Resolved,High,Incident,Email,India,CL003,Network,0.88,High,2026-02-08 02:18:00,Agent_051,Security,Met,No,Escalated,HR,CUST12760,Portal,User reported an issue.,vpn,VPN,1,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT005557,2026-03-10,2026-03-14 18:28:00,Resolved,Critical,Request,Software,USA,CL001,Network,0.55,Low,2026-03-10 00:28:00,Agent_065,Security,Met,Yes,Escalated,HR,CUST40160,Portal,User reported an issue.,network,VPN,5,L1,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005558,2025-10-12,2025-10-17 00:36:00,Resolved,High,Request,Email,USA,CL003,Network,0.61,Low,2025-10-12 00:36:00,Agent_086,L1,Breached,Yes,Fixed,Finance,CUST13987,Phone,User reported an issue.,vpn,Office365,3,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT005559,2026-04-04,2026-04-05 08:03:00,Open,Low,Request,Hardware,India,CL002,Login,0.65,Low,2026-04-04 01:03:00,Agent_073,L1,Met,No,Fixed,HR,CUST14464,Portal,User reported an issue.,email,VPN,4,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005560,2026-02-20,2026-02-22 16:48:00,Closed,Low,Problem,Software,UK,CL001,Login,0.53,Low,2026-02-20 02:48:00,Agent_090,L1,Met,Yes,Fixed,HR,CUST89106,Email,User reported an issue.,email,ERP,2,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT005561,2025-04-06,2025-04-06 14:46:00,Open,Critical,Incident,Hardware,USA,CL001,Network,0.53,Low,2025-04-06 02:46:00,Agent_012,L2,Met,Yes,Configured,IT,CUST78422,Chat,User reported an issue.,email,ERP,1,L2,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005562,2026-05-23,2026-05-27 19:10:00,In Progress,High,Problem,Network,India,CL001,Software,0.55,Low,2026-05-23 00:10:00,Agent_097,L1,Breached,No,Escalated,Finance,CUST44457,Portal,User reported an issue.,vpn,ERP,3,L1,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT005563,2026-03-02,2026-03-03 21:57:00,In Progress,High,Incident,Software,Germany,CL001,Software,0.95,High,2026-03-02 00:57:00,Agent_016,L2,Breached,Yes,Configured,IT,CUST60549,Portal,User reported an issue.,network,ERP,2,L2,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005564,2025-10-05,2025-10-08 03:13:00,Resolved,High,Problem,Hardware,India,CL001,Software,0.77,Medium,2025-10-05 02:13:00,Agent_069,L1,Breached,No,Escalated,Finance,CUST64092,Email,User reported an issue.,vpn,Office365,5,L1,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005565,2026-06-24,2026-06-26 06:49:00,Resolved,Critical,Request,Hardware,USA,CL002,Network,0.58,Low,2026-06-24 02:49:00,Agent_079,L2,Breached,Yes,Escalated,Finance,CUST83729,Chat,User reported an issue.,vpn,Office365,1,L3,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005566,2026-02-17,2026-02-21 17:00:00,Resolved,Critical,Request,Email,USA,CL003,Network,0.82,Medium,2026-02-17 02:00:00,Agent_038,L2,Met,No,Fixed,Finance,CUST62556,Phone,User reported an issue.,network,VPN,1,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT005567,2026-02-28,2026-03-01 07:53:00,Resolved,Medium,Problem,Email,UK,CL002,Software,0.82,Medium,2026-02-28 00:53:00,Agent_025,L1,Breached,Yes,Escalated,Finance,CUST10020,Phone,User reported an issue.,network,ERP,1,L1,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005568,2025-07-17,2025-07-17 19:55:00,Closed,Critical,Problem,Security,USA,CL003,Login,0.65,Low,2025-07-17 00:55:00,Agent_047,L2,Breached,No,Escalated,HR,CUST59452,Chat,User reported an issue.,network,Office365,5,L1,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT005569,2025-05-29,2025-05-31 01:34:00,Open,Medium,Request,Hardware,USA,CL003,Network,0.95,High,2025-05-29 00:34:00,Agent_005,Security,Breached,No,Fixed,IT,CUST26146,Email,User reported an issue.,email,Office365,1,L3,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT005570,2025-04-27,2025-05-01 11:47:00,Resolved,High,Problem,Software,USA,CL002,Software,0.7,Medium,2025-04-27 01:47:00,Agent_086,L2,Breached,No,Configured,IT,CUST15338,Portal,User reported an issue.,email,VPN,4,L3,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005571,2026-01-29,2026-02-02 06:44:00,Resolved,High,Request,Hardware,UK,CL002,Network,0.7,Medium,2026-01-29 01:44:00,Agent_001,L1,Met,Yes,Fixed,Finance,CUST36736,Chat,User reported an issue.,vpn,VPN,3,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT005572,2025-12-05,2025-12-08 03:00:00,Resolved,Critical,Problem,Network,India,CL003,Network,0.56,Low,2025-12-05 01:00:00,Agent_054,Security,Breached,Yes,Escalated,HR,CUST11833,Chat,User reported an issue.,vpn,ERP,1,L3,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT005573,2025-12-03,2025-12-07 10:27:00,Resolved,High,Request,Software,India,CL002,Software,0.8,Medium,2025-12-03 01:27:00,Agent_039,L1,Breached,No,Configured,IT,CUST31182,Portal,User reported an issue.,email,Office365,5,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005574,2025-08-15,2025-08-19 18:15:00,In Progress,Low,Problem,Security,Canada,CL003,Software,0.63,Low,2025-08-15 00:15:00,Agent_073,L1,Breached,Yes,Fixed,Finance,CUST36721,Portal,User reported an issue.,network,Office365,2,L3,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT005575,2026-06-06,2026-06-07 19:06:00,Open,High,Request,Software,Canada,CL003,Network,0.73,Medium,2026-06-06 02:06:00,Agent_088,Security,Breached,Yes,Configured,HR,CUST85744,Email,User reported an issue.,vpn,Office365,4,L1,NA,Laptop,macOS,Resolved after troubleshooting.
TKT005576,2025-11-05,2025-11-07 20:15:00,Resolved,High,Request,Email,Canada,CL003,Network,0.84,Medium,2025-11-05 00:15:00,Agent_056,L2,Breached,No,Escalated,HR,CUST19042,Email,User reported an issue.,vpn,Office365,2,L1,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005577,2025-03-17,2025-03-19 19:35:00,Closed,Medium,Problem,Software,UK,CL003,Login,0.97,High,2025-03-17 02:35:00,Agent_004,L2,Met,Yes,Fixed,Finance,CUST77639,Portal,User reported an issue.,vpn,VPN,4,L2,EMEA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005578,2026-02-08,2026-02-08 05:14:00,Closed,Medium,Request,Security,Germany,CL002,Network,0.79,Medium,2026-02-08 00:14:00,Agent_058,L1,Met,No,Fixed,IT,CUST47272,Chat,User reported an issue.,email,ERP,2,L3,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT005579,2025-05-20,2025-05-23 05:16:00,Closed,High,Request,Hardware,Germany,CL002,Network,0.55,Low,2025-05-20 02:16:00,Agent_092,Security,Met,Yes,Configured,HR,CUST99237,Chat,User reported an issue.,network,Office365,5,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005580,2025-01-26,2025-01-28 08:40:00,Open,High,Incident,Software,Canada,CL003,Login,0.59,Low,2025-01-26 00:40:00,Agent_048,L1,Met,No,Escalated,IT,CUST81807,Email,User reported an issue.,vpn,ERP,4,L1,NA,Desktop,macOS,Resolved after troubleshooting.
TKT005581,2025-10-13,2025-10-15 07:01:00,In Progress,Critical,Request,Software,USA,CL002,Software,0.85,High,2025-10-13 02:01:00,Agent_048,Security,Met,Yes,Escalated,Finance,CUST72080,Portal,User reported an issue.,vpn,Office365,2,L2,NA,Mobile,macOS,Resolved after troubleshooting.
TKT005582,2025-11-28,2025-12-01 20:32:00,Open,Critical,Incident,Software,India,CL002,Software,0.67,Low,2025-11-28 01:32:00,Agent_098,L2,Breached,No,Configured,Finance,CUST96954,Portal,User reported an issue.,network,VPN,4,L1,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005583,2025-02-12,2025-02-12 10:22:00,Resolved,Low,Problem,Software,UK,CL002,Software,0.85,High,2025-02-12 00:22:00,Agent_064,L1,Met,Yes,Fixed,IT,CUST25010,Email,User reported an issue.,network,VPN,1,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005584,2025-08-19,2025-08-23 23:09:00,Resolved,Critical,Problem,Hardware,Germany,CL003,Software,0.9,High,2025-08-19 01:09:00,Agent_038,Security,Met,Yes,Fixed,HR,CUST58368,Phone,User reported an issue.,network,Office365,1,L2,NA,Mobile,macOS,Resolved after troubleshooting.
TKT005585,2025-10-02,2025-10-04 15:40:00,Closed,Medium,Request,Hardware,Canada,CL002,Login,0.7,Medium,2025-10-02 00:40:00,Agent_065,Security,Met,Yes,Escalated,IT,CUST36262,Portal,User reported an issue.,email,Office365,4,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT005586,2025-12-16,2025-12-16 16:34:00,Resolved,High,Request,Hardware,Canada,CL002,Login,0.95,High,2025-12-16 02:34:00,Agent_095,L1,Met,Yes,Configured,IT,CUST43867,Chat,User reported an issue.,email,ERP,1,L1,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005587,2025-06-29,2025-07-02 18:08:00,In Progress,High,Request,Hardware,Canada,CL002,Network,0.85,High,2025-06-29 01:08:00,Agent_077,L2,Breached,Yes,Fixed,Finance,CUST53270,Chat,User reported an issue.,vpn,Office365,4,L2,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005588,2026-05-23,2026-05-26 09:26:00,In Progress,Medium,Incident,Network,USA,CL002,Login,0.77,Medium,2026-05-23 00:26:00,Agent_035,Security,Breached,No,Configured,Finance,CUST95251,Chat,User reported an issue.,email,ERP,1,L1,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005589,2025-11-10,2025-11-14 12:00:00,Open,Critical,Incident,Email,Canada,CL001,Software,0.9,High,2025-11-10 01:00:00,Agent_021,L2,Met,Yes,Escalated,Finance,CUST35898,Portal,User reported an issue.,vpn,Office365,1,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT005590,2025-08-14,2025-08-15 03:23:00,Resolved,Low,Incident,Software,USA,CL002,Software,0.6,Low,2025-08-14 01:23:00,Agent_035,L1,Breached,Yes,Escalated,Finance,CUST15392,Chat,User reported an issue.,network,ERP,2,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005591,2026-05-08,2026-05-10 22:12:00,Resolved,Critical,Problem,Network,India,CL002,Login,0.53,Low,2026-05-08 01:12:00,Agent_012,L1,Breached,Yes,Fixed,IT,CUST45644,Chat,User reported an issue.,vpn,ERP,2,L1,NA,Laptop,macOS,Resolved after troubleshooting.
TKT005592,2025-04-07,2025-04-07 12:13:00,Resolved,Critical,Problem,Hardware,USA,CL001,Login,0.74,Medium,2025-04-07 01:13:00,Agent_060,L2,Breached,Yes,Fixed,IT,CUST78168,Chat,User reported an issue.,email,VPN,2,L1,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005593,2025-06-16,2025-06-18 03:22:00,Resolved,Medium,Problem,Network,India,CL001,Login,0.69,Low,2025-06-16 02:22:00,Agent_008,Security,Breached,Yes,Fixed,IT,CUST72641,Chat,User reported an issue.,vpn,VPN,1,L3,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT005594,2025-09-30,2025-10-02 06:34:00,Closed,Low,Problem,Software,UK,CL003,Login,0.67,Low,2025-09-30 02:34:00,Agent_077,L2,Met,No,Configured,Finance,CUST66580,Portal,User reported an issue.,vpn,ERP,2,L3,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005595,2025-02-27,2025-03-01 14:22:00,Resolved,High,Incident,Security,USA,CL003,Login,0.92,High,2025-02-27 02:22:00,Agent_020,L1,Breached,No,Escalated,IT,CUST93015,Email,User reported an issue.,network,Office365,5,L2,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005596,2025-02-08,2025-02-11 19:17:00,In Progress,Medium,Problem,Network,UK,CL002,Software,0.83,Medium,2025-02-08 01:17:00,Agent_042,L2,Breached,Yes,Fixed,IT,CUST64545,Portal,User reported an issue.,email,VPN,2,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005597,2026-03-25,2026-03-27 12:49:00,Closed,High,Request,Network,India,CL002,Software,0.54,Low,2026-03-25 02:49:00,Agent_065,Security,Met,Yes,Fixed,IT,CUST46717,Portal,User reported an issue.,network,Office365,3,L1,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005598,2026-04-08,2026-04-11 09:53:00,Closed,Critical,Problem,Network,USA,CL002,Software,0.84,Medium,2026-04-08 01:53:00,Agent_011,L1,Breached,No,Escalated,Finance,CUST18418,Phone,User reported an issue.,email,VPN,4,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT005599,2025-01-08,2025-01-09 16:16:00,Resolved,Critical,Request,Software,India,CL001,Software,0.64,Low,2025-01-08 00:16:00,Agent_089,L1,Breached,No,Configured,Finance,CUST59787,Phone,User reported an issue.,network,Office365,4,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005600,2025-10-16,2025-10-16 20:36:00,Resolved,High,Request,Software,UK,CL001,Software,0.59,Low,2025-10-16 01:36:00,Agent_083,L2,Breached,No,Fixed,IT,CUST62712,Phone,User reported an issue.,network,ERP,1,L3,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005601,2026-03-25,2026-03-25 05:56:00,In Progress,Medium,Problem,Software,Canada,CL001,Login,0.76,Medium,2026-03-25 02:56:00,Agent_044,L2,Met,No,Fixed,Finance,CUST19293,Phone,User reported an issue.,network,VPN,1,L3,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005602,2025-01-11,2025-01-13 17:51:00,Resolved,High,Incident,Security,UK,CL003,Login,0.87,High,2025-01-11 02:51:00,Agent_096,L2,Breached,No,Fixed,IT,CUST10908,Phone,User reported an issue.,vpn,VPN,3,L3,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005603,2025-08-22,2025-08-22 15:08:00,Open,Low,Incident,Email,USA,CL001,Login,0.83,Medium,2025-08-22 00:08:00,Agent_006,L1,Breached,Yes,Fixed,Finance,CUST97360,Chat,User reported an issue.,vpn,VPN,4,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005604,2025-08-20,2025-08-22 00:23:00,Open,Low,Incident,Security,Germany,CL003,Software,0.6,Low,2025-08-20 02:23:00,Agent_084,Security,Breached,No,Configured,Finance,CUST33502,Chat,User reported an issue.,email,VPN,2,L3,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005605,2025-05-17,2025-05-21 07:24:00,Open,High,Problem,Network,Canada,CL003,Login,0.85,High,2025-05-17 01:24:00,Agent_082,L1,Met,Yes,Escalated,Finance,CUST75414,Email,User reported an issue.,email,VPN,2,L3,NA,Laptop,macOS,Resolved after troubleshooting.
TKT005606,2026-06-02,2026-06-05 06:42:00,In Progress,Critical,Incident,Email,Germany,CL003,Software,0.91,High,2026-06-02 02:42:00,Agent_050,Security,Breached,Yes,Fixed,Finance,CUST88479,Chat,User reported an issue.,email,VPN,4,L3,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT005607,2025-11-23,2025-11-24 08:48:00,Open,Critical,Request,Security,Canada,CL001,Login,0.85,High,2025-11-23 02:48:00,Agent_027,Security,Breached,Yes,Fixed,IT,CUST53727,Chat,User reported an issue.,network,ERP,2,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT005608,2025-06-06,2025-06-07 00:53:00,In Progress,Critical,Incident,Email,Canada,CL001,Login,0.67,Low,2025-06-06 00:53:00,Agent_040,Security,Met,No,Escalated,HR,CUST80988,Email,User reported an issue.,vpn,VPN,2,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005609,2025-09-29,2025-09-29 18:57:00,Open,Medium,Problem,Email,India,CL002,Network,0.54,Low,2025-09-29 02:57:00,Agent_032,Security,Breached,Yes,Escalated,IT,CUST50877,Email,User reported an issue.,email,ERP,3,L1,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005610,2025-10-31,2025-11-04 00:57:00,Resolved,Medium,Incident,Hardware,Canada,CL003,Network,0.64,Low,2025-10-31 02:57:00,Agent_045,Security,Breached,Yes,Escalated,IT,CUST23362,Portal,User reported an issue.,email,ERP,2,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005611,2025-09-14,2025-09-17 04:42:00,Closed,Critical,Problem,Email,UK,CL002,Login,0.82,Medium,2025-09-14 00:42:00,Agent_086,L2,Met,Yes,Escalated,IT,CUST91724,Portal,User reported an issue.,network,ERP,1,L2,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005612,2025-04-14,2025-04-18 05:13:00,Closed,High,Request,Software,Canada,CL002,Software,0.52,Low,2025-04-14 00:13:00,Agent_088,L1,Breached,No,Escalated,IT,CUST58747,Phone,User reported an issue.,network,ERP,5,L1,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT005613,2026-06-16,2026-06-19 20:30:00,Open,Critical,Incident,Hardware,UK,CL002,Network,0.58,Low,2026-06-16 01:30:00,Agent_001,L1,Met,Yes,Configured,HR,CUST79897,Portal,User reported an issue.,email,VPN,4,L1,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005614,2025-03-24,2025-03-28 17:59:00,Resolved,Medium,Incident,Security,UK,CL003,Network,0.76,Medium,2025-03-24 00:59:00,Agent_060,L2,Breached,No,Escalated,Finance,CUST64306,Portal,User reported an issue.,network,ERP,2,L1,NA,Mobile,macOS,Resolved after troubleshooting.
TKT005615,2025-01-06,2025-01-07 17:55:00,Resolved,Low,Incident,Security,India,CL003,Software,0.98,High,2025-01-06 02:55:00,Agent_051,L1,Met,No,Configured,Finance,CUST60801,Chat,User reported an issue.,vpn,ERP,3,L1,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT005616,2025-10-10,2025-10-12 15:48:00,Closed,Critical,Request,Network,India,CL001,Login,0.94,High,2025-10-10 01:48:00,Agent_008,L2,Met,Yes,Fixed,IT,CUST61838,Email,User reported an issue.,email,Office365,3,L2,EMEA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005617,2025-08-16,2025-08-16 11:15:00,Resolved,Low,Request,Email,Germany,CL002,Login,0.84,Medium,2025-08-16 00:15:00,Agent_017,Security,Breached,No,Escalated,Finance,CUST22292,Email,User reported an issue.,email,Office365,2,L3,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005618,2025-09-28,2025-10-01 18:39:00,Closed,Critical,Request,Software,Canada,CL002,Software,0.71,Medium,2025-09-28 01:39:00,Agent_032,L2,Met,No,Escalated,IT,CUST78745,Chat,User reported an issue.,email,VPN,1,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT005619,2025-02-28,2025-03-03 11:34:00,Resolved,High,Incident,Security,USA,CL001,Login,0.68,Low,2025-02-28 02:34:00,Agent_069,Security,Breached,No,Fixed,HR,CUST68082,Email,User reported an issue.,email,Office365,2,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT005620,2025-07-13,2025-07-16 18:45:00,In Progress,Low,Problem,Hardware,USA,CL001,Network,0.59,Low,2025-07-13 02:45:00,Agent_063,L2,Breached,No,Escalated,Finance,CUST73798,Email,User reported an issue.,email,ERP,5,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT005621,2025-02-11,2025-02-15 18:50:00,Open,Low,Problem,Network,UK,CL002,Login,0.72,Medium,2025-02-11 02:50:00,Agent_009,Security,Met,Yes,Fixed,IT,CUST18871,Portal,User reported an issue.,network,Office365,2,L1,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005622,2025-08-04,2025-08-06 21:36:00,Resolved,Low,Problem,Network,Germany,CL001,Login,0.93,High,2025-08-04 02:36:00,Agent_042,L1,Breached,No,Escalated,HR,CUST78923,Portal,User reported an issue.,network,Office365,3,L3,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005623,2025-11-20,2025-11-24 23:08:00,Closed,Critical,Incident,Security,USA,CL001,Network,0.9,High,2025-11-20 00:08:00,Agent_076,L2,Met,Yes,Configured,IT,CUST31736,Email,User reported an issue.,email,Office365,3,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005624,2025-09-13,2025-09-14 05:15:00,Resolved,High,Problem,Software,USA,CL002,Software,0.54,Low,2025-09-13 02:15:00,Agent_040,L1,Breached,Yes,Escalated,HR,CUST49791,Portal,User reported an issue.,vpn,ERP,5,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT005625,2025-03-27,2025-03-31 11:50:00,Resolved,Medium,Problem,Software,India,CL001,Software,0.62,Low,2025-03-27 02:50:00,Agent_048,L1,Breached,Yes,Fixed,HR,CUST39768,Chat,User reported an issue.,vpn,ERP,3,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005626,2025-11-29,2025-11-29 15:37:00,Resolved,High,Request,Email,Germany,CL002,Network,0.93,High,2025-11-29 01:37:00,Agent_077,L1,Breached,Yes,Escalated,HR,CUST45091,Chat,User reported an issue.,network,VPN,1,L3,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT005627,2025-04-12,2025-04-14 17:35:00,Resolved,High,Problem,Security,Canada,CL001,Software,0.8,Medium,2025-04-12 01:35:00,Agent_088,L2,Breached,Yes,Fixed,HR,CUST53931,Email,User reported an issue.,network,VPN,1,L2,NA,Mobile,macOS,Resolved after troubleshooting.
TKT005628,2025-07-30,2025-07-31 19:02:00,In Progress,High,Incident,Security,Canada,CL003,Network,0.6,Low,2025-07-30 01:02:00,Agent_075,L2,Met,Yes,Fixed,Finance,CUST35979,Portal,User reported an issue.,email,ERP,4,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT005629,2026-03-28,2026-03-31 23:31:00,Resolved,Critical,Problem,Software,India,CL002,Network,0.71,Medium,2026-03-28 00:31:00,Agent_009,L1,Breached,Yes,Fixed,Finance,CUST26448,Chat,User reported an issue.,email,VPN,5,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT005630,2026-03-23,2026-03-26 03:15:00,In Progress,Critical,Request,Email,UK,CL002,Software,0.91,High,2026-03-23 02:15:00,Agent_026,L1,Met,Yes,Escalated,Finance,CUST20747,Email,User reported an issue.,network,ERP,1,L3,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT005631,2025-05-09,2025-05-11 19:47:00,Closed,Critical,Incident,Network,India,CL002,Software,0.63,Low,2025-05-09 01:47:00,Agent_037,L2,Met,No,Configured,Finance,CUST49195,Chat,User reported an issue.,vpn,ERP,2,L3,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005632,2025-03-28,2025-03-31 05:36:00,Closed,Low,Incident,Security,Canada,CL003,Login,0.85,High,2025-03-28 02:36:00,Agent_030,L2,Met,Yes,Escalated,HR,CUST92788,Portal,User reported an issue.,vpn,VPN,5,L1,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005633,2025-01-30,2025-02-02 08:09:00,Open,Medium,Problem,Security,USA,CL001,Network,0.9,High,2025-01-30 02:09:00,Agent_078,Security,Breached,No,Escalated,IT,CUST29576,Email,User reported an issue.,vpn,ERP,4,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005634,2025-05-16,2025-05-16 14:56:00,In Progress,Low,Problem,Hardware,India,CL001,Network,0.53,Low,2025-05-16 02:56:00,Agent_046,Security,Breached,Yes,Escalated,HR,CUST34735,Email,User reported an issue.,vpn,Office365,1,L3,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT005635,2025-08-20,2025-08-24 19:38:00,Open,Low,Incident,Hardware,Germany,CL002,Login,0.97,High,2025-08-20 02:38:00,Agent_034,L2,Breached,Yes,Fixed,IT,CUST73143,Email,User reported an issue.,email,Office365,3,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT005636,2026-05-22,2026-05-25 19:03:00,Open,Medium,Request,Hardware,Germany,CL003,Login,0.67,Low,2026-05-22 02:03:00,Agent_086,L1,Met,No,Fixed,HR,CUST71666,Portal,User reported an issue.,network,ERP,2,L1,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT005637,2025-12-10,2025-12-14 09:34:00,Closed,Medium,Problem,Hardware,USA,CL001,Login,0.98,High,2025-12-10 00:34:00,Agent_089,L2,Breached,No,Configured,Finance,CUST19863,Portal,User reported an issue.,vpn,VPN,1,L1,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT005638,2025-12-09,2025-12-10 02:57:00,In Progress,Low,Request,Email,India,CL003,Network,0.81,Medium,2025-12-09 00:57:00,Agent_004,L2,Breached,No,Configured,IT,CUST97605,Chat,User reported an issue.,vpn,VPN,1,L2,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005639,2025-04-05,2025-04-08 10:43:00,Closed,Critical,Problem,Hardware,USA,CL003,Software,0.75,Medium,2025-04-05 00:43:00,Agent_037,L2,Breached,No,Fixed,HR,CUST62229,Portal,User reported an issue.,network,VPN,2,L3,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT005640,2025-02-08,2025-02-10 16:20:00,Closed,High,Problem,Network,USA,CL001,Software,0.64,Low,2025-02-08 00:20:00,Agent_074,L1,Breached,No,Escalated,Finance,CUST60489,Chat,User reported an issue.,vpn,Office365,1,L3,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT005641,2025-08-23,2025-08-23 15:40:00,Open,High,Request,Network,Canada,CL003,Software,0.6,Low,2025-08-23 00:40:00,Agent_020,L1,Breached,Yes,Escalated,Finance,CUST64731,Phone,User reported an issue.,network,ERP,1,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT005642,2025-06-01,2025-06-05 03:05:00,Closed,High,Request,Network,Canada,CL001,Software,0.82,Medium,2025-06-01 01:05:00,Agent_031,L2,Met,Yes,Configured,Finance,CUST84519,Chat,User reported an issue.,network,VPN,3,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT005643,2025-07-09,2025-07-12 02:48:00,In Progress,Medium,Problem,Hardware,India,CL001,Network,0.9,High,2025-07-09 00:48:00,Agent_037,Security,Breached,No,Configured,HR,CUST80738,Chat,User reported an issue.,network,VPN,2,L1,EMEA,Laptop,macOS,Resolved after troubleshooting.
