Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Region,Latitude,Longitude,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Device_Type,Operating_System,Resolution_Notes,Resolution_Duration,Priority_Score,First_Response_Time,Queue
TCK-05238,2025-07-04 11:28:00,2025-07-08 15:46:09,Resolved,Low,Request,Access Management,India,APAC,18.8502,76.5208,1,Login & Access Failures,0.536,Medium,2025-07-05 17:45:46,Agent_018,Helpdesk,Within SLA,No,No Fix Needed,IT,CUST-2949,Email,User unable to access Cloud Storage due to permission/role issue.,"migration, data-loss",Cloud Storage,,0,Laptop,Windows,Issue resolved via no fix needed.,4.0,1,30.29611111111111,Infrastructure Support
TCK-05239,2025-11-26 11:36:00,2025-12-04 04:39:36,Closed,Low,Incident,Network,Philippines,APAC,10.8753,119.333,2,Network Connectivity Issues,0.651,Medium,2025-11-26 16:19:36,Agent_032,Infrastructure Team,Within SLA,No,Workaround Applied,Legal,CUST-4884,Email,Connectivity issue reported affecting access to Mobile App.,"vip-customer, cloud",Mobile App,,1,Desktop,Windows,Issue resolved via workaround applied.,7.0,1,4.726666666666667,Infrastructure Support
TCK-05240,2025-11-11 14:03:00,2025-11-14 08:52:26,Closed,Low,Incident,Network,Mexico,AMER,24.4551,-100.7682,2,Network Connectivity Issues,0.785,High,2025-11-12 06:25:28,Agent_020,Network Team,Within SLA,No,Cannot Reproduce,IT,CUST-5527,Phone,Connectivity issue reported affecting access to Email Gateway.,mobile,Email Gateway,,0,Desktop,Windows,Issue resolved via cannot reproduce.,2.0,1,16.374444444444446,Hardware Support
TCK-05241,2025-04-13 20:14:00,2025-04-14 07:25:08,Resolved,Critical,Incident,Access Management,Mexico,AMER,25.268,-101.4833,1,Login & Access Failures,0.521,Medium,2025-04-13 22:00:11,Agent_022,Helpdesk,Within SLA,No,Cannot Reproduce,Legal,CUST-4207,Portal,User unable to access Email Gateway due to permission/role issue.,"on-prem, new-user, recurring",Email Gateway,,0,Desktop,Windows,Issue resolved via cannot reproduce.,0.0,4,1.7697222222222222,Network Support
TCK-05242,2025-05-24 21:37:00,2025-05-26 02:36:32,Closed,High,Incident,Network,USA,AMER,38.1392,-96.0819,2,Network Connectivity Issues,0.567,Medium,2025-05-24 22:46:17,Agent_034,Network Team,Within SLA,No,Duplicate,Procurement,CUST-4379,Portal,Connectivity issue reported affecting access to Internal Wiki.,password-reset,Internal Wiki,,0,Desktop,Windows,Issue resolved via duplicate.,1.0,3,1.1547222222222222,Infrastructure Support
TCK-05243,2025-04-06 20:01:00,2025-04-07 16:16:05,Closed,Critical,Incident,Software,USA,AMER,37.1134,-96.9897,9,Software Installation Issues,0.87,High,2025-04-06 20:09:22,Agent_008,App Support,Breached,No,No Fix Needed,Sales,CUST-3152,Portal,Installation or update issue reported for HR Self-Service.,"third-party, latency",HR Self-Service,,0,Tablet,Windows,Issue resolved via no fix needed.,0.0,4,0.13944444444444445,Database Support
TCK-05244,2025-12-01 00:38:00,2025-12-06 16:34:14,Closed,Medium,Request,Database,France,EMEA,45.2997,4.4074,8,Database Query Failures,0.706,Medium,2025-12-01 11:25:26,Agent_001,Database Team,Breached,No,Fixed,IT,CUST-2780,Phone,Query timeout / failure reported when Cloud Storage accessed backend database.,upgrade,Cloud Storage,,1,Desktop,Windows,Issue resolved via fixed.,5.0,2,10.790555555555555,Security Operations
TCK-05245,2025-02-19 05:49:00,,In Progress,High,Incident,Security,Germany,EMEA,52.7166,10.5037,11,Suspicious Login Attempts,0.839,High,2025-02-19 07:42:49,Agent_032,Security Team,Breached,No,Pending,HR,CUST-2300,Portal,Potential security concern flagged involving Internal Wiki access logs.,migration,Internal Wiki,0,0,Laptop,macOS,No Resolution Yet,,3,1.8969444444444445,Database Support
TCK-05246,2025-01-08 00:44:00,2025-01-11 10:20:39,Closed,Medium,Incident,Database,Philippines,APAC,13.7086,123.2153,8,Database Query Failures,0.841,High,2025-01-08 07:51:00,Agent_009,Database Team,Within SLA,No,Duplicate,Procurement,CUST-4451,Email,Query timeout / failure reported when Mobile App accessed backend database.,vip-customer,Mobile App,,1,Tablet,Windows,Issue resolved via duplicate.,3.0,2,7.116666666666666,Hardware Support
TCK-05247,2025-07-18 23:31:00,2025-07-19 21:32:58,Closed,High,Incident,Performance,USA,AMER,38.7447,-94.4818,7,Performance Degradation,0.769,High,2025-07-18 23:44:46,Agent_035,Infrastructure Team,Within SLA,Yes,Cannot Reproduce,Marketing,CUST-3432,Email,User reported significant slowdown while using Cloud Storage.,"outage, urgent, firewall",Cloud Storage,,1,Laptop,macOS,Issue resolved via cannot reproduce.,0.0,3,0.22944444444444445,Application Support
TCK-05248,2025-03-16 02:51:00,2025-03-20 05:03:18,Closed,Low,Problem,Network,India,APAC,22.1023,80.3406,2,Network Connectivity Issues,0.685,Medium,2025-03-16 04:08:04,Agent_025,Network Team,Within SLA,No,Workaround Applied,Marketing,CUST-5637,Portal,Connectivity issue reported affecting access to Internal Wiki.,vip-customer,Internal Wiki,,0,Desktop,Linux,Issue resolved via workaround applied.,4.0,1,1.2844444444444445,Service Desk
TCK-05249,2025-12-24 19:33:00,2025-12-30 13:37:07,Resolved,Low,Change,Access Management,Mexico,AMER,21.1538,-100.7286,1,Login & Access Failures,0.519,Medium,2025-12-25 12:30:03,Agent_001,Security Team,Within SLA,No,Workaround Applied,Marketing,CUST-5850,Chat,User unable to access ERP Suite due to permission/role issue.,"vip-customer, third-party",ERP Suite,,0,Laptop,Windows,Issue resolved via workaround applied.,5.0,1,16.950833333333332,Hardware Support
TCK-05250,2025-01-04 00:43:00,2025-01-05 01:08:24,Closed,Critical,Incident,Security,India,APAC,20.425,80.2119,4,Security Vulnerabilities,0.615,Medium,2025-01-04 00:54:01,Agent_021,Security Team,Breached,No,Workaround Applied,HR,CUST-1301,Chat,Potential security concern flagged involving Billing System access logs.,outage,Billing System,,1,Desktop,Windows,Issue resolved via workaround applied.,1.0,4,0.1836111111111111,Network Support
TCK-05251,2025-02-20 17:52:00,2025-02-26 03:57:26,Resolved,Medium,Request,Software,China,APAC,34.7928,105.7061,15,Patch & Update Failures,0.905,High,2025-02-20 21:06:55,Agent_005,App Support,Breached,No,User Error,IT,CUST-2824,Portal,Installation or update issue reported for Internal Wiki.,urgent,Internal Wiki,,0,Laptop,Windows,Issue resolved via user error.,5.0,2,3.248611111111111,Hardware Support
TCK-05252,2025-12-14 21:02:00,2025-12-17 17:12:20,Resolved,High,Incident,Database,India,APAC,20.3208,77.465,8,Database Query Failures,0.707,Medium,2025-12-15 00:11:05,Agent_039,Database Team,Breached,No,Fixed,Operations,CUST-4006,Portal,Query timeout / failure reported when ERP Suite accessed backend database.,"config-error, vip-customer, password-reset",ERP Suite,,2,Mobile,Android,Issue resolved via fixed.,2.0,3,3.151388888888889,Application Support
TCK-05253,2025-09-21 04:00:00,2025-09-30 17:56:17,Resolved,Low,Problem,Performance,Brazil,AMER,-15.798,-51.2758,12,Slow Response Times,0.96,High,2025-09-21 21:34:35,Agent_003,Cloud Ops,Breached,No,No Fix Needed,Procurement,CUST-5802,Chat,User reported significant slowdown while using Cloud Storage.,"recurring, latency",Cloud Storage,,1,Server,Linux,Issue resolved via no fix needed.,9.0,1,17.57638888888889,Application Support
TCK-05254,2025-05-25 16:11:00,2025-06-07 13:24:42,Resolved,Low,Incident,Network,USA,AMER,39.5111,-94.9614,2,Network Connectivity Issues,0.666,Medium,2025-05-25 17:21:40,Agent_004,Infrastructure Team,Breached,No,No Fix Needed,Finance,CUST-2023,Chat,Connectivity issue reported affecting access to VPN Client.,password-reset,VPN Client,,1,Mobile,iOS,Issue resolved via no fix needed.,12.0,1,1.1777777777777778,Network Support
TCK-05255,2025-11-28 20:38:00,,Open,High,Incident,Database,India,APAC,22.9173,76.4971,8,Database Query Failures,0.664,Medium,2025-11-28 21:04:37,Agent_024,Database Team,Breached,No,Pending,Finance,CUST-3086,Email,Query timeout / failure reported when ERP Suite accessed backend database.,"data-loss, upgrade",ERP Suite,0,0,Server,Linux,No Resolution Yet,,3,0.4436111111111111,Infrastructure Support
TCK-05256,2025-01-03 22:25:00,2025-01-10 13:40:26,Resolved,Low,Incident,Performance,USA,AMER,38.2131,-98.1684,7,Performance Degradation,0.738,Medium,2025-01-04 03:25:43,Agent_005,Cloud Ops,Within SLA,No,Duplicate,Finance,CUST-5276,Chat,User reported significant slowdown while using API Gateway.,"new-user, mobile, password-reset",API Gateway,,0,Mobile,Android,Issue resolved via duplicate.,6.0,1,5.0119444444444445,Application Support
TCK-05257,2025-01-08 05:40:00,2025-01-09 14:23:26,Closed,High,Incident,Software,India,APAC,22.1605,77.0364,9,Software Installation Issues,0.771,High,2025-01-08 07:26:05,Agent_024,App Support,Within SLA,No,User Error,HR,CUST-1785,Portal,Installation or update issue reported for HR Self-Service.,"password-reset, upgrade, urgent",HR Self-Service,,0,Laptop,Windows,Issue resolved via user error.,1.0,3,1.7680555555555555,Infrastructure Support
TCK-05258,2025-11-16 19:27:00,2025-11-27 18:00:02,Resolved,Low,Incident,Performance,Singapore,APAC,0.9367,103.7629,7,Performance Degradation,0.827,High,2025-11-16 22:52:04,Agent_029,Cloud Ops,Breached,Yes,Fixed,IT,CUST-1256,Phone,User reported significant slowdown while using API Gateway.,"urgent, mobile",API Gateway,,0,Desktop,Linux,Issue resolved via fixed.,10.0,1,3.417777777777778,Service Desk
TCK-05259,2025-08-16 14:00:00,2025-08-18 09:40:33,Resolved,Medium,Problem,Bug,India,APAC,22.2092,81.0953,5,Application Crashes / Bugs,0.63,Medium,2025-08-16 18:24:02,Agent_006,App Support,Within SLA,No,Duplicate,IT,CUST-1686,Chat,Application error / unexpected behavior encountered while using API Gateway.,"timeout, password-reset",API Gateway,,2,Server,Windows Server,Issue resolved via duplicate.,1.0,2,4.400555555555556,Service Desk
TCK-05260,2025-08-31 08:51:00,2025-09-05 15:43:15,Resolved,Low,Incident,Performance,Singapore,APAC,1.8125,103.8717,7,Performance Degradation,0.812,High,2025-08-31 17:59:15,Agent_037,Infrastructure Team,Within SLA,No,Workaround Applied,Finance,CUST-5943,Walk-in,User reported significant slowdown while using Billing System.,"mobile, firewall",Billing System,,1,Desktop,Linux,Issue resolved via workaround applied.,5.0,1,9.1375,Database Support
TCK-05261,2025-07-10 14:22:00,2025-07-16 02:19:20,Closed,Low,Incident,Performance,USA,AMER,35.4276,-97.1094,7,Performance Degradation,0.696,Medium,2025-07-10 20:40:50,Agent_015,Infrastructure Team,Within SLA,No,Cannot Reproduce,HR,CUST-3637,Email,User reported significant slowdown while using HR Self-Service.,"urgent, on-prem",HR Self-Service,,0,Tablet,iOS,Issue resolved via cannot reproduce.,5.0,1,6.313888888888889,Infrastructure Support
TCK-05262,2025-11-19 08:51:00,2025-11-22 15:42:52,Closed,Medium,Request,Network,India,APAC,19.428,79.0125,2,Network Connectivity Issues,0.655,Medium,2025-11-19 17:10:38,Agent_007,Infrastructure Team,Within SLA,No,Workaround Applied,Legal,CUST-2020,Chat,Connectivity issue reported affecting access to Billing System.,"recurring, vip-customer",Billing System,,1,Server,Windows Server,Issue resolved via workaround applied.,3.0,2,8.327222222222222,Application Support
TCK-05263,2025-01-16 11:57:00,2025-01-17 15:16:54,Closed,Critical,Request,Performance,Singapore,APAC,1.4011,104.1413,12,Slow Response Times,0.941,High,2025-01-16 13:40:06,Agent_028,Cloud Ops,Breached,No,User Error,IT,CUST-3258,Chat,User reported significant slowdown while using ERP Suite.,license,ERP Suite,,0,Mobile,Android,Issue resolved via user error.,1.0,4,1.7183333333333333,Access Management
TCK-05264,2025-09-23 11:58:00,,In Progress,Low,Request,Integration,Germany,EMEA,49.361,11.4524,10,Data Sync / Integration Delays,0.827,High,2025-09-23 15:52:57,Agent_002,App Support,Breached,No,Pending,IT,CUST-1813,Phone,User reported failure syncing data between API Gateway and third-party API.,"license, cloud",API Gateway,0,0,Mobile,Android,No Resolution Yet,,1,3.9158333333333335,Infrastructure Support
TCK-05265,2025-01-16 18:54:00,,In Progress,Low,Problem,Performance,India,APAC,21.1663,77.9877,7,Performance Degradation,0.673,Medium,2025-01-17 05:15:35,Agent_025,Cloud Ops,Breached,No,Pending,Operations,CUST-5655,Phone,User reported significant slowdown while using Cloud Storage.,"cloud, new-user, urgent",Cloud Storage,0,0,Laptop,Windows,No Resolution Yet,,1,10.359722222222222,Database Support
TCK-05266,2025-03-13 13:54:00,,Open,Critical,Incident,Bug,UAE,EMEA,21.4637,54.3189,5,Application Crashes / Bugs,0.627,Medium,2025-03-13 14:08:55,Agent_014,App Support,Breached,No,Pending,Sales,CUST-3852,Phone,Application error / unexpected behavior encountered while using CRM Portal.,"license, new-user",CRM Portal,0,0,Laptop,macOS,No Resolution Yet,,4,0.24861111111111112,Hardware Support
TCK-05267,2025-04-01 11:41:00,2025-04-07 01:07:30,Closed,Medium,Incident,Bug,India,APAC,18.5072,80.7503,5,Application Crashes / Bugs,0.687,Medium,2025-04-01 14:01:17,Agent_026,App Support,Breached,No,Cannot Reproduce,Finance,CUST-4321,Portal,Application error / unexpected behavior encountered while using ERP Suite.,"recurring, third-party",ERP Suite,,0,Server,Windows Server,Issue resolved via cannot reproduce.,5.0,2,2.3380555555555556,Service Desk
TCK-05268,2025-09-11 04:57:00,2025-09-14 17:16:37,Resolved,Medium,Request,Access Management,India,APAC,20.0497,79.1797,1,Login & Access Failures,0.686,Medium,2025-09-11 11:56:17,Agent_008,Helpdesk,Within SLA,No,No Fix Needed,Sales,CUST-5753,Email,User unable to access Internal Wiki due to permission/role issue.,urgent,Internal Wiki,,1,Server,Windows Server,Issue resolved via no fix needed.,3.0,2,6.9880555555555555,Security Operations
TCK-05269,2025-04-15 22:49:00,2025-04-19 12:29:38,Resolved,Medium,Request,Bug,Philippines,APAC,14.928,120.897,5,Application Crashes / Bugs,0.827,High,2025-04-15 23:50:28,Agent_026,App Support,Within SLA,No,No Fix Needed,HR,CUST-5097,Chat,Application error / unexpected behavior encountered while using Cloud Storage.,"outage, data-loss, license",Cloud Storage,,0,Desktop,Linux,Issue resolved via no fix needed.,3.0,2,1.0244444444444445,Application Support
TCK-05270,2025-06-20 07:22:00,2025-06-28 06:50:49,Closed,Low,Change,Performance,UK,EMEA,54.7247,-1.3868,12,Slow Response Times,0.961,High,2025-06-20 18:01:45,Agent_035,Cloud Ops,Within SLA,No,Workaround Applied,Procurement,CUST-4117,Portal,User reported significant slowdown while using CRM Portal.,firewall,CRM Portal,,0,Desktop,Windows,Issue resolved via workaround applied.,7.0,1,10.6625,Hardware Support
TCK-05271,2025-07-03 17:07:00,2025-07-04 18:56:01,Closed,High,Request,Network,UK,EMEA,55.7957,-5.014,2,Network Connectivity Issues,0.515,Medium,2025-07-03 17:31:23,Agent_006,Infrastructure Team,Within SLA,No,Workaround Applied,Finance,CUST-5453,Portal,Connectivity issue reported affecting access to Billing System.,latency,Billing System,,0,Mobile,iOS,Issue resolved via workaround applied.,1.0,3,0.4063888888888889,Application Support
TCK-05272,2025-01-19 13:14:00,2025-01-21 14:57:01,Resolved,Medium,Request,Performance,India,APAC,18.4573,79.6836,7,Performance Degradation,0.716,Medium,2025-01-19 19:20:07,Agent_025,Cloud Ops,Within SLA,No,Fixed,Operations,CUST-2681,Portal,User reported significant slowdown while using Email Gateway.,mobile,Email Gateway,,0,Mobile,iOS,Issue resolved via fixed.,2.0,2,6.101944444444444,Database Support
TCK-05273,2025-09-28 01:14:00,2025-10-03 12:29:04,Closed,Low,Request,Network,Canada,AMER,54.1942,-107.846,2,Network Connectivity Issues,0.623,Medium,2025-09-28 01:23:42,Agent_038,Network Team,Within SLA,No,Duplicate,Procurement,CUST-1756,Walk-in,Connectivity issue reported affecting access to HR Self-Service.,"latency, license, cloud",HR Self-Service,,2,Desktop,Windows,Issue resolved via duplicate.,5.0,1,0.16166666666666665,Application Support
TCK-05274,2025-10-03 06:50:00,,In Progress,Medium,Incident,Database,France,EMEA,46.7585,1.6633,8,Database Query Failures,0.628,Medium,2025-10-03 08:21:43,Agent_001,Database Team,Breached,No,Pending,Finance,CUST-4461,Chat,Query timeout / failure reported when CRM Portal accessed backend database.,data-loss,CRM Portal,0,0,Desktop,Windows,No Resolution Yet,,2,1.5286111111111111,Access Management
TCK-05275,2025-10-03 22:31:00,2025-10-07 15:35:53,Resolved,Medium,Incident,Software,USA,AMER,37.6126,-95.5497,9,Software Installation Issues,0.786,High,2025-10-04 01:30:40,Agent_020,Helpdesk,Within SLA,No,Workaround Applied,Procurement,CUST-1459,Portal,Installation or update issue reported for HR Self-Service.,upgrade,HR Self-Service,,0,Server,Windows Server,Issue resolved via workaround applied.,3.0,2,2.9944444444444445,Application Support
TCK-05276,2025-01-12 01:40:00,2025-01-14 16:00:35,Closed,High,Incident,Database,USA,AMER,39.2581,-94.2389,8,Database Query Failures,0.74,Medium,2025-01-12 02:14:25,Agent_009,Database Team,Breached,No,Workaround Applied,Operations,CUST-4367,Portal,Query timeout / failure reported when Billing System accessed backend database.,"urgent, cloud, migration",Billing System,,0,Laptop,Windows,Issue resolved via workaround applied.,2.0,3,0.5736111111111111,Infrastructure Support
TCK-05277,2025-08-18 07:11:00,2025-08-18 19:17:58,Closed,Critical,Change,Network,Germany,EMEA,53.4166,8.4142,13,Server Downtime,0.99,High,2025-08-18 09:03:30,Agent_021,Infrastructure Team,Within SLA,No,User Error,Finance,CUST-5392,Email,Connectivity issue reported affecting access to Mobile App.,"data-loss, latency",Mobile App,,0,Laptop,macOS,Issue resolved via user error.,0.0,4,1.875,Database Support
TCK-05278,2025-04-21 23:04:00,2025-05-03 23:03:14,Closed,Low,Request,Software,Canada,AMER,55.6659,-104.9978,9,Software Installation Issues,0.911,High,2025-04-22 03:03:34,Agent_003,Helpdesk,Breached,No,Workaround Applied,Sales,CUST-1954,Phone,Installation or update issue reported for Billing System.,"latency, new-user, mobile",Billing System,,0,Laptop,macOS,Issue resolved via workaround applied.,11.0,1,3.992777777777778,Network Support
TCK-05279,2025-09-14 23:51:00,2025-09-16 02:04:26,Closed,Critical,Request,Integration,Canada,AMER,55.8993,-107.317,3,API Integration Errors,0.577,Medium,2025-09-15 00:02:26,Agent_028,App Support,Breached,No,Workaround Applied,Finance,CUST-2995,Portal,User reported failure syncing data between Cloud Storage and third-party API.,"timeout, on-prem, outage",Cloud Storage,,0,Mobile,iOS,Issue resolved via workaround applied.,1.0,4,0.19055555555555556,Database Support
TCK-05280,2025-02-09 19:40:00,2025-02-10 14:40:09,Closed,High,Request,Network,India,APAC,20.7271,79.5444,13,Server Downtime,0.979,High,2025-02-09 22:05:39,Agent_013,Network Team,Within SLA,No,User Error,Operations,CUST-5024,Phone,Connectivity issue reported affecting access to ERP Suite.,"migration, on-prem",ERP Suite,,1,Server,Windows Server,Issue resolved via user error.,0.0,3,2.4275,Infrastructure Support
TCK-05281,2025-05-15 09:15:00,2025-05-19 22:53:18,Resolved,Medium,Request,Integration,Singapore,APAC,1.6017,101.8633,10,Data Sync / Integration Delays,0.651,Medium,2025-05-15 11:02:59,Agent_037,App Support,Breached,No,Duplicate,Marketing,CUST-3318,Email,User reported failure syncing data between ERP Suite and third-party API.,"firewall, recurring",ERP Suite,,0,Server,Windows Server,Issue resolved via duplicate.,4.0,2,1.7997222222222222,Infrastructure Support
TCK-05282,2025-08-05 16:06:00,2025-08-09 11:07:20,Closed,Medium,Request,Security,India,APAC,22.8602,79.2551,4,Security Vulnerabilities,0.615,Medium,2025-08-05 18:01:35,Agent_025,Security Team,Within SLA,No,No Fix Needed,IT,CUST-5384,Email,Potential security concern flagged involving API Gateway access logs.,on-prem,API Gateway,,2,Laptop,macOS,Issue resolved via no fix needed.,3.0,2,1.926388888888889,Access Management
TCK-05283,2025-11-09 04:06:00,2025-11-12 18:23:36,Resolved,Medium,Request,Integration,Canada,AMER,56.1329,-106.0132,10,Data Sync / Integration Delays,0.908,High,2025-11-09 04:19:48,Agent_036,Cloud Ops,Within SLA,No,Cannot Reproduce,Sales,CUST-1360,Email,User reported failure syncing data between ERP Suite and third-party API.,"outage, on-prem, config-error",ERP Suite,,1,Server,Linux,Issue resolved via cannot reproduce.,3.0,2,0.23,Network Support
TCK-05284,2025-09-06 14:56:00,2025-09-12 07:55:58,Closed,Low,Request,Access Management,China,APAC,36.2551,104.0398,1,Login & Access Failures,0.518,Medium,2025-09-06 17:20:25,Agent_002,Security Team,Within SLA,No,Cannot Reproduce,Sales,CUST-5493,Portal,User unable to access Billing System due to permission/role issue.,"new-user, upgrade, recurring",Billing System,,2,Mobile,Android,Issue resolved via cannot reproduce.,5.0,1,2.4069444444444446,Hardware Support
TCK-05285,2025-11-20 11:14:00,2025-11-26 03:35:45,Resolved,Low,Problem,Performance,China,APAC,36.8914,103.8527,7,Performance Degradation,0.803,High,2025-11-20 12:31:32,Agent_019,Cloud Ops,Within SLA,No,Duplicate,Legal,CUST-2329,Email,User reported significant slowdown while using Billing System.,"firewall, third-party",Billing System,,0,Server,Windows Server,Issue resolved via duplicate.,5.0,1,1.2922222222222222,Security Operations
TCK-05286,2025-02-03 09:10:00,2025-02-04 19:10:58,Closed,Critical,Incident,Integration,UK,EMEA,57.6967,-3.3797,10,Data Sync / Integration Delays,0.727,Medium,2025-02-03 11:26:08,Agent_025,Cloud Ops,Breached,No,Duplicate,Sales,CUST-3864,Phone,User reported failure syncing data between CRM Portal and third-party API.,license,CRM Portal,,0,Tablet,Android,Issue resolved via duplicate.,1.0,4,2.2688888888888887,Network Support
TCK-05287,2025-03-31 21:40:00,2025-04-03 07:59:57,Closed,High,Incident,Performance,Brazil,AMER,-12.552,-51.8197,12,Slow Response Times,0.99,High,2025-03-31 23:08:50,Agent_005,Infrastructure Team,Breached,No,Workaround Applied,Operations,CUST-2927,Phone,User reported significant slowdown while using API Gateway.,"upgrade, license",API Gateway,,0,Tablet,Windows,Issue resolved via workaround applied.,2.0,3,1.4805555555555556,Security Operations
TCK-05288,2025-12-09 19:05:00,2025-12-15 06:49:13,Closed,Low,Incident,Software,Japan,APAC,34.3452,140.3757,9,Software Installation Issues,0.899,High,2025-12-09 20:40:44,Agent_001,Helpdesk,Within SLA,No,Cannot Reproduce,Sales,CUST-5299,Portal,Installation or update issue reported for Billing System.,upgrade,Billing System,,1,Laptop,Windows,Issue resolved via cannot reproduce.,5.0,1,1.5955555555555556,Application Support
TCK-05289,2025-03-13 04:11:00,2025-03-18 15:08:07,Closed,High,Incident,Bug,Germany,EMEA,50.0333,12.5307,5,Application Crashes / Bugs,0.562,Medium,2025-03-13 07:30:16,Agent_022,App Support,Breached,No,Duplicate,HR,CUST-4329,Portal,Application error / unexpected behavior encountered while using VPN Client.,"upgrade, timeout, cloud",VPN Client,,2,Tablet,Windows,Issue resolved via duplicate.,5.0,3,3.321111111111111,Network Support
TCK-05290,2025-05-15 20:17:00,2025-05-22 23:14:26,Closed,Low,Request,Performance,Philippines,APAC,12.6134,122.0284,12,Slow Response Times,0.969,High,2025-05-16 02:44:17,Agent_001,Infrastructure Team,Within SLA,No,Workaround Applied,IT,CUST-5057,Portal,User reported significant slowdown while using Mobile App.,"new-user, on-prem, recurring",Mobile App,,1,Server,Windows Server,Issue resolved via workaround applied.,7.0,1,6.454722222222222,Security Operations
TCK-05291,2025-02-06 09:26:00,2025-02-07 05:31:06,Resolved,Critical,Incident,Performance,USA,AMER,36.5313,-95.4897,7,Performance Degradation,0.796,High,2025-02-06 10:27:11,Agent_012,Cloud Ops,Breached,No,Cannot Reproduce,IT,CUST-2891,Portal,User reported significant slowdown while using CRM Portal.,"urgent, data-loss",CRM Portal,,0,Mobile,iOS,Issue resolved via cannot reproduce.,0.0,4,1.0197222222222222,Security Operations
TCK-05292,2025-10-10 01:21:00,2025-10-15 08:06:03,Resolved,Low,Incident,Network,China,APAC,34.0284,105.2328,2,Network Connectivity Issues,0.605,Medium,2025-10-10 04:00:16,Agent_015,Infrastructure Team,Within SLA,No,User Error,Finance,CUST-5482,Portal,Connectivity issue reported affecting access to Mobile App.,"password-reset, cloud, latency",Mobile App,,1,Desktop,Windows,Issue resolved via user error.,5.0,1,2.6544444444444446,Database Support
TCK-05293,2025-02-14 13:17:00,2025-02-15 00:28:45,Closed,Critical,Incident,Performance,China,APAC,35.6122,105.1188,12,Slow Response Times,0.933,High,2025-02-14 13:25:26,Agent_007,Infrastructure Team,Within SLA,Yes,User Error,Legal,CUST-1663,Portal,User reported significant slowdown while using Internal Wiki.,upgrade,Internal Wiki,,0,Server,Windows Server,Issue resolved via user error.,0.0,4,0.14055555555555554,Database Support
TCK-05294,2025-05-25 08:39:00,2025-05-31 19:47:45,Closed,Medium,Incident,Integration,UAE,EMEA,21.7152,53.4444,3,API Integration Errors,0.533,Medium,2025-05-25 14:02:46,Agent_038,App Support,Breached,No,User Error,HR,CUST-1228,Email,User reported failure syncing data between CRM Portal and third-party API.,"mobile, new-user, third-party",CRM Portal,,0,Mobile,iOS,Issue resolved via user error.,6.0,2,5.396111111111111,Access Management
TCK-05295,2025-05-16 14:06:00,2025-05-18 00:21:57,Resolved,Medium,Incident,Network,India,APAC,20.9651,80.9037,2,Network Connectivity Issues,0.604,Medium,2025-05-16 17:38:41,Agent_039,Network Team,Within SLA,No,No Fix Needed,Marketing,CUST-2665,Portal,Connectivity issue reported affecting access to Email Gateway.,firewall,Email Gateway,,0,Mobile,Android,Issue resolved via no fix needed.,1.0,2,3.544722222222222,Service Desk
TCK-05296,2025-02-13 04:33:00,2025-02-17 20:55:06,Closed,Medium,Request,Access Management,UK,EMEA,55.4773,-1.7395,1,Login & Access Failures,0.582,Medium,2025-02-13 09:45:58,Agent_028,Security Team,Breached,No,Duplicate,HR,CUST-4947,Email,User unable to access VPN Client due to permission/role issue.,data-loss,VPN Client,,0,Tablet,Android,Issue resolved via duplicate.,4.0,2,5.216111111111111,Network Support
TCK-05297,2025-10-12 15:09:00,2025-10-23 11:54:22,Resolved,Low,Incident,Bug,India,APAC,19.6084,77.8558,5,Application Crashes / Bugs,0.578,Medium,2025-10-12 16:20:00,Agent_014,App Support,Breached,No,Workaround Applied,Operations,CUST-4963,Email,Application error / unexpected behavior encountered while using ERP Suite.,"data-loss, mobile, on-prem",ERP Suite,,0,Mobile,Android,Issue resolved via workaround applied.,10.0,1,1.1833333333333333,Hardware Support
TCK-05298,2025-12-21 17:12:00,2025-12-22 10:04:14,Closed,Critical,Incident,Software,Philippines,APAC,13.2312,123.43,15,Patch & Update Failures,0.99,High,2025-12-21 18:22:33,Agent_039,Helpdesk,Within SLA,No,Cannot Reproduce,Procurement,CUST-5675,Walk-in,Installation or update issue reported for Cloud Storage.,migration,Cloud Storage,,1,Tablet,Android,Issue resolved via cannot reproduce.,0.0,4,1.1758333333333333,Security Operations
TCK-05299,2025-12-09 12:57:00,2025-12-17 09:43:35,Resolved,Low,Problem,Integration,UK,EMEA,56.0763,-2.9191,3,API Integration Errors,0.514,Medium,2025-12-09 13:58:41,Agent_015,Cloud Ops,Within SLA,No,User Error,Sales,CUST-3488,Email,User reported failure syncing data between Internal Wiki and third-party API.,"firewall, password-reset, mobile",Internal Wiki,,0,Desktop,Windows,Issue resolved via user error.,7.0,1,1.0280555555555555,Database Support
